Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5
E2,28/09/02,Barnsley,Wigan,1,3,A,0,2,A,R Pearson,11,18,5,13,14,14,1,8,2,3,1,0,2.6,3.2,2.4,2.62,3.3,2.38,2.4,3,2.3,2.6,3.2,2.38,2.63,3.2,2.38,2.75,3.1,2.3,2.62,3.1,2.37
E2,28/09/02,Cardiff,Crewe,2,1,H,2,1,H,G Salisbury,16,6,12,3,5,12,4,4,1,2,0,0,1.727,3.25,4.333,1.82,3.4,4,1.8,3.2,3.3,1.73,3.5,3.75,1.83,3.25,3.75,1.85,3.25,3.75,1.8,3.3,3.75
E2,28/09/02,Cheltenham,Notts County,1,4,A,0,2,A,S Baines,7,11,3,7,8,8,3,5,0,0,0,0,2,3.25,3.25,1.93,3.3,3.7,2,3,2.9,2.1,3.4,2.88,1.91,3.25,3.5,1.909,3.25,3.5,2,3.2,3.2
E2,28/09/02,Chesterfield,Blackpool,1,0,H,0,0,D,H Webb,15,10,5,3,8,12,7,4,2,2,0,0,2.25,3.25,2.75,2.1,3.25,3.35,2.1,3,2.8,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8
E2,28/09/02,Luton,Swindon,3,0,H,1,0,H,P Joslin,16,2,11,2,16,14,6,7,1,1,0,0,1.833,3.25,3.75,1.84,3.35,3.78,1.75,3.2,3.5,1.73,3.4,4,1.8,3.25,4,1.8,3.25,4,1.8,3.3,3.75
E2,28/09/02,Northampton,Mansfield,2,0,H,1,0,H,M Fletcher,12,14,0,0,17,14,4,8,4,5,0,0,1.667,3.4,4.5,1.73,3.5,4.3,1.7,3.2,3.7,1.8,3.25,3.75,1.67,3.4,4.5,1.67,3.4,4.5,1.72,3.4,4
E2,28/09/02,Oldham,Huddersfield,4,0,H,2,0,H,D Pugh,19,15,13,9,12,12,5,2,1,2,0,0,1.615,3.4,5,1.62,3.45,5.2,1.6,3.3,4,1.67,3.25,4.5,1.62,3.4,5,1.62,3.4,5,1.61,3.3,5
E2,28/09/02,Peterboro,Brentford,5,1,H,1,0,H,A Kaye,13,12,9,6,16,11,7,4,2,1,0,0,2.5,3.2,2.5,2.6,3.25,2.45,2.4,3,2.3,2.5,3.25,2.4,2.63,3.2,2.38,2.5,3.2,2.5,2.5,3.1,2.5
E2,28/09/02,Port Vale,Bristol City,2,3,A,0,2,A,R Oliver,8,8,3,3,12,11,6,7,3,2,0,0,2.2,3.25,2.8,2.15,3.25,2.98,2,3,2.9,2.1,3.2,3,2.1,3.25,3,2.2,3.2,3,2,3.2,3.2
E2,28/09/02,QPR,Colchester,2,0,H,1,0,H,S Tomlin,16,4,9,1,10,13,3,6,0,0,0,0,1.5,3.5,6,1.51,3.6,6.25,1.5,3.5,4.5,1.44,3.6,6.5,1.5,3.5,6,1.5,3.5,6,1.5,3.4,6
E2,28/09/02,Tranmere,Stockport,1,0,H,1,0,H,C Wilkes,14,12,11,6,15,18,4,4,1,1,0,0,2.2,3.25,2.8,2.05,3.3,3.45,2.1,3,2.8,2.25,3.2,2.75,2.1,3.25,3,2.1,3.25,3,2.1,3.2,3
E2,28/09/02,Wycombe,Plymouth,2,1,H,1,0,H,P Danson,11,10,2,2,13,18,10,3,2,1,0,0,2.375,3.2,2.625,2.3,3.25,2.88,2.3,3,2.4,2.4,3.25,2.5,2.38,3.2,2.63,2.38,3.2,2.63,2.37,3.1,2.62
E2,05/10/02,Blackpool,Cheltenham,3,1,H,1,1,D,M Pike,13,6,8,3,7,14,12,2,1,0,0,0,1.571,3.4,5.5,1.56,3.5,5.75,1.6,3.3,4,1.62,3.5,4.5,1.62,3.4,5,1.615,3.4,5,1.53,3.4,5.5
E2,05/10/02,Brentford,Barnsley,1,2,A,1,1,D,L Cable,11,6,3,4,14,16,6,6,1,3,0,1,1.909,3.25,3.5,1.86,3.4,3.9,1.8,3.1,3.4,1.73,3.4,4,1.83,3.25,3.75,1.8,3.4,3.75,1.8,3.3,3.75
E2,05/10/02,Bristol City,Chesterfield,4,0,H,1,0,H,R Beeby,23,7,17,4,15,7,11,1,3,2,0,0,1.8,3.25,4,1.75,3.4,4.25,1.75,3.2,3.5,1.8,3.25,3.75,1.8,3.25,4,1.833,3.25,3.75,1.72,3.25,4.2
E2,05/10/02,Colchester,Wycombe,0,1,A,0,1,A,D Pugh,10,7,5,5,15,24,5,5,2,2,0,0,2.2,3.25,2.8,2.16,3.3,3.1,2.1,3,2.8,2.25,3.2,2.75,2.2,3.25,2.8,2.1,3.25,3,2.1,3.2,3
E2,05/10/02,Crewe,QPR,2,0,H,1,0,H,G Cain,13,14,8,6,6,13,8,9,0,0,0,0,2.2,3.25,2.8,2.11,3.3,3.05,2.2,3,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.1,3.2,3
E2,05/10/02,Huddersfield,Port Vale,2,2,D,2,2,D,S Mathieson,15,11,10,5,14,11,11,5,0,0,0,0,2.25,3.25,2.75,2.31,3.35,2.85,2.2,3,2.6,2.2,3.25,2.75,2.2,3.25,2.88,2.25,3.25,2.75,2.37,3.1,2.62
E2,05/10/02,Mansfield,Tranmere,6,1,H,0,1,A,B Curson,13,8,9,2,13,8,4,5,0,1,0,1,2.75,3.25,2.25,2.7,3.35,2.3,2.4,3,2.3,2.5,3.25,2.4,2.75,3.25,2.25,2.7,3.2,2.3,2.62,3.25,2.3
E2,05/10/02,Notts County,Peterboro,2,2,D,0,1,A,R Pearson,14,9,8,6,16,13,5,3,0,2,0,0,2,3.25,3.25,2,3.3,3.35,2,3,2.9,1.91,3.4,3.25,2.2,3.25,2.8,2,3.25,3.25,2,3.2,3.2
E2,05/10/02,Plymouth,Northampton,0,0,D,0,0,D,A Bates,22,17,6,12,10,13,10,9,1,1,0,0,1.833,3.25,3.75,1.8,3.35,3.95,1.75,3.2,3.5,1.67,3.4,4.33,1.8,3.25,4,1.8,3.25,4,1.8,3.3,3.75
E2,05/10/02,Stockport,Luton,2,3,A,2,1,H,M Cowburn,7,10,7,10,5,11,4,4,2,2,0,0,2,3.25,3.25,1.85,3.35,3.7,1.9,3.1,3,1.8,3.4,3.6,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.3,3.6
E2,05/10/02,Swindon,Oldham,0,1,A,0,1,A,P Walton,6,8,2,6,13,9,11,5,1,3,0,1,3,3.25,2.1,3.1,3.3,2.1,2.8,3,2.1,3,3.4,2,3.25,3.25,2,3,3.2,2.1,3,3.2,2.1
E2,05/10/02,Wigan,Cardiff,2,2,D,2,1,H,E Wolstenholme,17,5,8,2,17,14,2,1,2,2,0,0,2.25,3.25,2.75,2.2,3.3,2.9,2.2,3,2.6,2.25,3.2,2.75,2.38,3.2,2.63,2.3,3.2,2.7,2.2,3.1,2.87
E2,08/10/02,Stockport,Peterboro,2,1,H,1,0,H,M Fletcher,11,8,5,5,10,11,3,3,2,1,0,1,1.833,3.25,3.75,1.93,3.3,3.5,1.9,3,3.1,2,3.2,3.2,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.25,3.4
E2,12/10/02,Barnsley,Bristol City,1,4,A,0,2,A,D Pugh,19,6,9,5,14,14,5,0,3,0,0,0,2.4,3.2,2.6,2.47,3.2,2.6,2.35,3,2.35,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E2,12/10/02,Cardiff,Wycombe,1,0,H,0,0,D,T Parkes,14,12,10,5,9,18,3,1,1,2,0,0,1.444,3.75,6.5,1.48,3.65,6.5,1.45,3.5,5,1.4,3.75,7,1.44,3.6,6.5,1.444,3.75,6.5,1.44,3.6,6.5
E2,12/10/02,Chesterfield,Tranmere,1,0,H,0,0,D,M Fletcher,12,21,7,8,11,16,7,4,2,3,0,0,1.909,3.25,3.5,1.8,3.35,3.85,1.8,3,3.5,1.73,3.5,3.75,1.73,3.4,4,1.75,3.4,4,1.83,3.3,3.6
E2,12/10/02,Huddersfield,Notts County,3,0,H,2,0,H,G Hegley,11,6,10,4,6,13,7,4,0,3,0,0,2.2,3.25,2.8,2.25,3.2,2.8,2.2,3,2.6,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75
E2,12/10/02,Luton,Cheltenham,2,1,H,0,1,A,C Penton,7,3,4,2,9,7,12,4,1,0,0,0,1.615,3.4,5,1.6,3.4,5,1.6,3.2,4.2,1.62,3.5,4.5,1.62,3.4,5,1.615,3.4,5,1.57,3.5,5
E2,12/10/02,Northampton,Brentford,1,2,A,0,2,A,M Cowburn,4,8,3,4,10,9,4,3,0,2,0,0,1.909,3.25,3.5,2,3.25,3.25,2,3,2.9,2.2,3.25,2.75,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2
E2,12/10/02,Peterboro,Mansfield,0,0,D,0,0,D,J Ross,12,7,5,1,6,18,7,8,3,1,0,0,1.727,3.25,4.333,1.7,3.3,4.5,1.65,3.1,4,1.67,3.6,4,1.73,3.25,4.33,1.727,3.25,4.333,1.66,3.3,4.5
E2,12/10/02,Plymouth,Wigan,1,3,A,1,1,D,P Armstrong,10,13,7,6,12,13,8,4,1,1,0,0,2.625,3.2,2.375,2.7,3.15,2.35,2.4,3,2.3,2.5,3.25,2.4,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.1,2.3
E2,12/10/02,Port Vale,Oldham,1,1,D,0,0,D,D Gallagher,6,8,4,5,14,14,8,6,1,3,0,0,2.625,3.2,2.375,2.65,3.2,2.35,2.4,3,2.3,2.75,3.25,2.2,2.75,3.25,2.25,2.8,3.25,2.2,2.62,3.1,2.37
E2,12/10/02,Stockport,Crewe,1,4,A,0,2,A,G Laws,10,6,5,5,12,11,7,1,2,2,0,0,2.6,3.2,2.4,2.5,3.2,2.5,2.35,3,2.35,2.5,3.2,2.5,2.63,3.2,2.38,2.6,3.2,2.4,2.5,3.1,2.5
E2,12/10/02,Swindon,Colchester,2,2,D,0,1,A,M Warren,15,8,9,6,8,14,8,6,2,2,0,0,2,3.25,3.25,2,3.25,3.25,2,3,2.9,2.1,3.2,3,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2
E2,14/10/02,QPR,Blackpool,2,1,H,1,0,H,P Joslin,14,5,7,1,16,17,9,2,0,2,0,0,1.727,3.25,4.333,1.68,3.41,4.75,1.65,3.1,4,1.73,3.2,4.33,1.67,3.4,4.5,1.7,3.25,4.5,1.66,3.3,4.5
E2,18/10/02,Colchester,Chesterfield,2,0,H,0,0,D,T Parkes,17,7,7,5,9,8,3,4,2,2,0,0,2.5,3.2,2.5,2.6,3.25,2.5,2.4,3,2.3,2.5,3.2,2.5,2.5,3.2,2.5,2.6,3.25,2.375,2.5,3.1,2.5
E2,19/10/02,Blackpool,Cardiff,1,0,H,0,0,D,M Riley,8,10,5,4,11,7,1,8,2,0,0,0,2.6,3.2,2.4,2.65,3.2,2.38,2.4,3,2.3,2.6,3.2,2.38,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.25,2.3
E2,19/10/02,Brentford,Port Vale,1,1,D,0,0,D,P Armstrong,15,8,4,2,23,16,9,2,1,1,0,0,1.909,3.25,3.5,1.9,3.3,3.5,1.9,3.1,3,1.8,3.4,3.6,1.83,3.25,3.75,1.909,3.25,3.5,1.9,3.25,3.4
E2,19/10/02,Bristol City,Swindon,2,0,H,2,0,H,G Cain,8,9,5,4,13,7,2,5,0,1,0,0,1.5,3.5,6,1.45,3.75,6.5,1.45,3.6,4.8,1.44,3.6,6.5,1.44,3.5,7,1.5,3.5,6,1.44,3.6,6.5
E2,19/10/02,Cheltenham,QPR,1,1,D,0,1,A,A Penn,13,9,10,4,12,12,5,5,1,2,0,1,3,3.25,2.1,3.1,3.25,2.05,2.9,3,2,3,3.2,2.1,3.25,3.25,2,3.3,3.25,1.95,3.2,3.2,2
E2,19/10/02,Crewe,Plymouth,0,1,A,0,1,A,F Stretton,19,10,7,7,9,15,5,1,0,0,0,0,1.615,3.4,5,1.6,3.45,5.1,1.6,3.3,4,1.67,3.4,4.33,1.62,3.4,5,1.6,3.4,5,1.61,3.3,5
E2,19/10/02,Mansfield,Huddersfield,0,2,A,0,0,D,S Tomlin,6,9,3,4,10,9,4,5,1,1,0,0,2.375,3.2,2.625,2.3,3.25,2.7,2.2,3,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.3,3.2,2.7,2.3,3.25,2.62
E2,19/10/02,Notts County,Northampton,2,1,H,0,0,D,E Ilderton,11,13,6,10,16,9,4,4,2,4,0,0,2.1,3.25,3,2.15,3.25,2.95,2,3,2.9,1.91,3.5,3.2,2,3.25,3.25,2.2,3.2,2.875,2.1,3.2,3
E2,19/10/02,Oldham,Luton,1,2,A,1,1,D,C Boyeson,6,10,2,6,17,17,1,5,2,3,0,0,1.727,3.25,4.333,1.75,3.5,3.85,1.7,3.2,3.7,1.67,3.6,4,1.67,3.5,4.33,1.75,3.4,4,1.72,3.25,4.2
E2,19/10/02,Tranmere,Barnsley,1,0,H,1,0,H,R Styles,4,10,2,4,15,18,4,6,0,1,0,0,1.909,3.25,3.5,2,3.25,3.25,2,3,2.9,2.1,3.5,2.75,2,3.25,3.25,1.95,3.25,3.4,2,3.2,3.2
E2,19/10/02,Wigan,Stockport,2,1,H,0,1,A,C Webster,19,2,9,1,7,7,9,1,2,2,0,0,1.571,3.4,5.5,1.56,3.5,5.35,1.55,3.4,4.3,1.53,3.5,5.5,1.5,3.5,6,1.6,3.4,5,1.57,3.5,5
E2,19/10/02,Wycombe,Peterboro,3,2,H,2,1,H,A Bates,14,10,4,6,16,16,3,5,4,2,0,0,1.909,3.25,3.5,2,3.25,3.25,2,3,2.9,2.1,3.2,3,2,3.25,3.25,1.95,3.25,3.25,2,3.2,3.2
E2,26/10/02,Barnsley,Wycombe,1,1,D,1,1,D,G Cain,17,10,13,6,8,14,9,4,1,2,0,0,2.1,3.25,3,2.16,3.25,3.15,2.1,3,2.8,2,3.4,3,2.1,3.25,3,2.1,3.25,3,2.1,3.2,3
E2,26/10/02,Cardiff,Tranmere,4,0,H,2,0,H,C Penton,16,8,11,1,16,12,7,3,1,1,0,0,1.444,3.75,6.5,1.5,3.75,6.75,1.45,3.5,5,1.44,3.6,6.5,1.5,3.5,6,1.444,3.75,6.5,1.44,3.6,6.5
E2,26/10/02,Chesterfield,Notts County,0,0,D,0,0,D,M Pike,7,8,2,1,5,5,4,3,1,1,0,1,1.8,3.4,3.75,1.8,3.35,4,1.8,3,3.5,1.73,3.4,4,1.8,3.25,4,1.727,3.4,4.2,1.83,3.3,3.6
E2,26/10/02,Huddersfield,Colchester,1,1,D,0,1,A,P Joslin,7,10,4,5,12,16,6,6,0,0,0,0,1.8,3.4,3.75,1.8,3.35,4,1.8,3,3.5,1.73,3.4,4,1.8,3.25,4,1.8,3.25,4,1.8,3.3,3.75
E2,26/10/02,Luton,Wigan,1,1,D,1,0,H,S Tomlin,8,20,7,8,11,12,8,8,2,3,0,1,2.4,3.2,2.6,2.52,3.3,2.48,2.35,3,2.35,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E2,26/10/02,Northampton,Cheltenham,1,2,A,1,1,D,M Messias,13,12,10,7,7,12,6,5,0,1,0,0,1.8,3.4,3.75,1.87,3.4,3.95,1.7,3.2,3.7,1.8,3.4,3.6,1.8,3.25,4,1.727,3.4,4.2,1.72,3.25,4.2
E2,26/10/02,Peterboro,Bristol City,1,3,A,1,2,A,M Thorpe,13,16,8,12,9,10,8,5,1,0,0,0,2.75,3.25,2.25,2.8,3.2,2.3,2.6,3,2.2,2.6,3.2,2.38,2.62,3.2,2.38,2.7,3.2,2.3,2.62,3.25,2.3
E2,26/10/02,Plymouth,Blackpool,1,3,A,0,2,A,A Penn,16,9,10,6,18,19,7,5,5,3,0,0,2.25,3.25,2.75,2.3,3.2,2.8,2.2,3,2.6,2,3.4,3,2.1,3.25,3,2.25,3.25,2.75,2.3,3.25,2.62
E2,26/10/02,Port Vale,Crewe,1,2,A,0,1,A,E Evans,18,12,8,6,8,6,3,3,2,1,0,0,2.5,3.2,2.5,2.65,3.25,2.4,2.35,3,2.35,2.6,3.2,2.38,2.62,3.2,2.38,2.6,3.2,2.4,2.6,3.1,2.4
E2,26/10/02,QPR,Oldham,1,2,A,1,2,A,C Wilkes,10,7,2,5,10,24,6,5,1,4,0,0,1.909,3.25,3.5,1.95,3.25,3.55,1.85,3,3.3,1.91,3.25,3.4,2,3.25,3.25,1.909,3.25,3.5,1.83,3.3,3.6
E2,26/10/02,Stockport,Brentford,2,3,A,1,1,D,M Ryan,17,11,14,7,10,15,8,4,1,2,0,0,2.1,3.25,3,2.15,3.25,3.05,2.1,3,2.8,2.2,3.5,2.62,2.2,3.25,2.88,2.2,3.25,2.8,2.1,3.2,3
E2,26/10/02,Swindon,Mansfield,2,1,H,1,1,D,P Crossley,12,7,12,4,11,15,10,1,1,2,0,0,1.909,3.25,3.5,2,3.25,3.4,2,3,2.9,2.1,3.2,3,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2
E2,29/10/02,Blackpool,Stockport,1,3,A,0,0,D,S Baines,14,10,8,7,9,7,4,0,0,0,0,0,1.571,3.4,5.5,1.65,3.5,4.9,1.6,3.3,4,1.61,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.57,3.5,5
E2,29/10/02,Brentford,Plymouth,0,0,D,0,0,D,M Thorpe,5,11,2,5,13,18,6,3,2,1,0,0,1.909,3.25,3.5,1.9,3.3,3.5,1.9,3.1,3,1.91,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.6,1.9,3.2,3.5
E2,29/10/02,Bristol City,Huddersfield,1,0,H,1,0,H,P Durkin,6,10,4,4,10,12,3,3,0,1,0,0,1.533,3.5,5.5,1.55,3.6,7,1.5,3.5,4.5,1.57,3.5,5,1.53,3.5,5.5,1.533,3.6,5.5,1.53,3.4,5.5
E2,29/10/02,Cheltenham,Port Vale,0,1,A,0,1,A,F Stretton,13,5,10,1,10,8,4,5,1,1,0,0,2.375,3.2,2.625,2.35,3.2,2.65,2.3,3,2.4,2.25,3.4,2.62,2.38,3.2,2.63,2.3,3.2,2.75,2.37,3.1,2.62
E2,29/10/02,Colchester,Barnsley,1,1,D,1,1,D,C Penton,4,17,3,8,12,14,2,12,0,1,1,0,2.1,3.25,3,2.11,3.2,3.2,2,3,2.9,2.25,3.2,2.75,2.2,3.2,2.88,2.2,3.2,2.9,2,3.2,3.2
E2,29/10/02,Crewe,Luton,0,1,A,0,0,D,A Bates,10,7,3,3,4,16,5,3,0,2,0,0,1.909,3.25,3.5,1.95,3.3,3.35,1.9,3.1,3,1.8,3.4,3.6,1.91,3.25,3.5,1.909,3.25,3.6,2,3.2,3.2
E2,29/10/02,Mansfield,Cardiff,0,1,A,0,0,D,N Barry,11,15,6,9,8,8,3,4,0,1,0,0,5,3.4,1.615,4,3.4,1.75,3.7,3.2,1.7,3.75,3.25,1.8,4,3.25,1.8,4.333,3.25,1.727,4.5,3.3,1.66
E2,29/10/02,Notts County,Swindon,1,1,D,0,1,A,C Boyeson,9,12,7,4,10,10,9,5,3,1,0,0,1.909,3.25,3.5,1.85,3.3,3.7,1.8,3.1,3.4,1.73,3.5,3.75,1.8,3.25,4,1.85,3.25,3.8,1.83,3.3,3.6
E2,29/10/02,Oldham,Northampton,4,0,H,1,0,H,R Pearson,9,12,4,7,11,10,9,2,0,1,0,0,1.533,3.5,5.5,1.5,3.5,6,1.5,3.5,4.5,1.5,3.4,6,1.5,3.5,6,1.5,3.6,6,1.5,3.4,6
E2,29/10/02,Tranmere,Peterboro,1,1,D,0,0,D,E Evans,9,14,4,5,15,12,9,1,4,3,1,0,1.8,3.4,3.75,1.65,3.4,4.65,1.65,3.2,3.9,1.73,3.4,4,1.73,3.4,4,1.75,3.3,4.2,1.61,3.3,5
E2,29/10/02,Wigan,QPR,1,1,D,1,1,D,E Ilderton,17,9,7,3,10,10,11,5,0,2,0,0,1.8,3.25,4,1.8,3.3,3.9,1.8,3.1,3.4,1.73,3.4,4,1.83,3.25,3.75,1.85,3.25,3.8,1.8,3.3,3.75
E2,29/10/02,Wycombe,Chesterfield,2,0,H,0,0,D,P Crossley,18,7,12,4,7,9,10,6,0,2,0,0,2.1,3.25,3,2,3.2,3.3,2,3,2.9,1.91,3.25,3.4,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2
E2,01/11/02,Mansfield,Colchester,4,2,H,3,2,H,H Webb,18,4,9,4,11,12,5,2,2,2,0,1,2.375,3.2,2.625,2.4,3.25,2.65,2.3,3,2.4,2.25,3.2,2.75,2.38,3.2,2.62,2.3,3.2,2.75,2.25,3.2,2.75
E2,02/11/02,Brentford,Blackpool,5,0,H,2,0,H,P Rejer,11,9,7,6,12,14,9,11,0,2,0,0,2.2,3.25,2.8,2.2,3.25,2.92,2.1,3,2.8,2.1,3.2,3,2.2,3.25,2.8,2.2,3.2,2.9,2.2,3.2,2.8
E2,02/11/02,Cardiff,Peterboro,3,0,H,1,0,H,P Danson,16,5,9,3,3,9,12,0,1,2,0,1,1.333,4.333,7.5,1.4,4,7.2,1.35,3.8,6.2,1.33,4,8,1.36,4,7.5,1.4,3.75,7.5,1.33,4,8
E2,02/11/02,Cheltenham,Huddersfield,1,0,H,0,0,D,P Taylor,16,6,13,1,10,15,11,3,2,4,0,0,2.375,3.2,2.625,2.4,3.25,2.65,2.3,3,2.4,2.38,3.2,2.6,2.38,3.2,2.62,2.25,3.2,2.75,2.5,3.1,2.5
E2,02/11/02,Chesterfield,Barnsley,1,0,H,1,0,H,M Warren,5,12,3,6,6,6,2,7,2,2,0,0,1.833,3.25,3.75,1.9,3.3,3.65,1.85,3,3.3,1.8,3.25,3.75,1.91,3.25,3.5,1.909,3.3,3.5,1.9,3.2,3.5
E2,02/11/02,Northampton,Luton,3,0,H,2,0,H,P Durkin,12,6,6,3,9,15,2,5,0,0,0,0,3,3.25,2.1,2.8,3.25,2.28,2.8,3,2.1,2.75,3.25,2.2,2.75,3.25,2.25,2.75,3.25,2.25,3,3.2,2.1
E2,02/11/02,Oldham,Stockport,2,0,H,1,0,H,M Pike,8,4,3,1,5,5,14,6,0,0,0,0,1.571,3.6,5,1.63,3.55,4.85,1.6,3.2,4.2,1.53,3.5,5.5,1.62,3.4,5,1.615,3.4,5,1.61,3.3,5
E2,02/11/02,Port Vale,QPR,0,0,D,0,0,D,A Butler,9,6,2,1,11,13,7,8,3,1,0,1,2.5,3.2,2.5,2.65,3.25,2.4,2.35,3,2.35,2.5,3.25,2.4,2.62,3.2,2.38,2.5,3.2,2.5,2.5,3.1,2.5
E2,02/11/02,Tranmere,Plymouth,2,1,H,0,1,A,S Dunn,10,15,6,9,13,17,10,4,2,2,0,0,2,3.25,3.25,2,3.3,3.35,2,3,2.9,2.2,3.2,2.8,2,3.25,3.25,2.1,3.25,3.1,2,3.2,3.2
E2,02/11/02,Wigan,Crewe,2,0,H,2,0,H,M Cooper,15,2,9,2,11,10,4,2,1,2,0,1,1.833,3.25,3.75,1.9,3.35,3.6,1.9,3,3.1,1.8,3.25,3.75,1.83,3.25,3.75,2,3.25,3.25,2,3.2,3.2
E2,02/11/02,Wycombe,Swindon,2,3,A,1,1,D,P Joslin,8,17,5,7,12,10,6,5,2,1,0,0,1.727,3.25,4.333,1.7,3.5,4.35,1.75,3.2,3.5,1.73,3.2,4.33,1.67,3.4,4.5,1.8,3.25,4,1.8,3.3,3.75
E2,09/11/02,Barnsley,Cardiff,3,2,H,2,2,D,C Foy,11,12,7,5,21,12,3,2,3,2,0,0,3.75,3.25,1.833,3.6,3.25,1.9,3.4,3.1,1.8,3.4,3.25,1.91,3.5,3.25,1.91,3.5,3.25,1.909,4,3.4,1.72
E2,09/11/02,Blackpool,Wigan,0,2,A,0,1,A,A Bates,14,10,10,4,11,12,12,3,0,1,0,0,2.625,3.2,2.375,2.55,3.2,2.45,2.4,3,2.3,2.75,3.25,2.2,2.62,3.2,2.38,2.6,3.2,2.4,2.5,3.25,2.4
E2,09/11/02,Colchester,Bristol City,2,2,D,0,1,A,J Ross,10,10,8,7,12,18,3,2,1,3,0,0,3,3.25,2.1,2.95,3.25,2.15,2.8,3,2.1,3,3.4,2,3,3.25,2.1,3,3.25,2.1,2.8,3.2,2.2
E2,09/11/02,Crewe,Brentford,2,1,H,1,0,H,A Penn,16,7,7,4,4,15,6,7,0,3,0,2,1.833,3.25,3.75,1.92,3.25,3.55,1.9,3.1,3,1.91,3.25,3.4,2,3.25,3.25,1.909,3.25,3.5,1.9,3.2,3.5
E2,09/11/02,Huddersfield,Wycombe,0,0,D,0,0,D,C Boyeson,10,12,4,10,13,14,6,3,4,1,0,1,2.2,3.25,2.8,2.2,3.25,2.85,2.1,3,2.8,2.2,3.25,2.75,2.2,3.25,2.8,2.25,3.25,2.75,2.2,3.2,2.8
E2,09/11/02,Luton,Port Vale,0,0,D,0,0,D,J P Robinson,12,4,0,0,10,11,6,5,1,2,0,0,1.8,3.25,4,1.78,3.35,4.05,1.7,3.2,3.7,1.73,3.4,4,1.8,3.25,4,1.8,3.25,4,1.72,3.25,4.2
E2,09/11/02,Notts County,Mansfield,2,2,D,0,1,A,J Winter,13,18,9,11,10,13,5,6,2,3,0,0,1.833,3.25,3.75,1.81,3.3,3.9,1.8,3.1,3.4,1.8,3.4,3.6,1.8,3.25,4,1.8,3.25,4,1.8,3.3,3.75
E2,09/11/02,Peterboro,Chesterfield,1,0,H,0,0,D,L Mason,22,4,12,0,14,16,7,0,3,2,0,0,2.4,3.2,2.6,2.4,3.25,2.6,2.3,3,2.4,2.25,3.2,2.75,2.25,3.25,2.75,2.4,3.2,2.6,2.3,3.25,2.62
E2,09/11/02,Plymouth,Oldham,2,2,D,2,0,H,P Crossley,8,6,4,4,9,13,2,7,3,1,0,0,2.625,3.2,2.375,2.7,3.25,2.3,2.6,3,2.2,2.6,3.2,2.38,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.2,2.25
E2,09/11/02,QPR,Northampton,0,1,A,0,0,D,M Thorpe,,4,,3,12,20,7,3,2,2,0,0,1.571,3.6,5,1.6,3.5,5,1.55,3.4,4.3,1.5,3.4,6,1.5,3.5,6,1.533,3.5,5.5,1.57,3.5,5
E2,09/11/02,Stockport,Cheltenham,1,1,D,1,1,D,G Salisbury,8,10,4,7,7,9,10,5,0,2,0,0,1.8,3.25,4,1.8,3.3,4,1.8,3.1,3.4,1.8,3.4,3.6,1.73,3.4,4,1.727,3.4,4.2,1.8,3.3,3.75
E2,09/11/02,Swindon,Tranmere,1,1,D,1,0,H,F Stretton,12,13,9,6,13,14,7,10,1,2,0,0,2.2,3.25,2.8,2.1,3.25,3.1,2.1,3,2.8,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.1,3.1
E2,23/11/02,Brentford,Wigan,0,1,A,0,1,A,G Barber,3,7,0,5,13,16,6,4,2,4,0,0,2.6,3.2,2.4,2.6,3.3,2.4,2.35,3,2.35,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E2,23/11/02,Crewe,Blackpool,3,0,H,1,0,H,P Walton,14,7,9,5,10,11,10,3,1,3,0,1,1.8,3.4,3.75,1.83,3.4,4.06,1.75,3.1,3.6,1.67,3.4,4.33,1.8,3.25,4,1.8,3.25,4,1.8,3.3,3.75
